company,job,job_desc,location,url,job_type
Capgemini,Android Developer,"SkillSet: script, web, nodejs, requirements, aspnet. Designing and building solutions for banking / financial domain. Translates business requirements into technical details relevant to web application. Familiarity with JS frameworks such as AngularJS, JQuery Deep and extensive knowledge of JavaScript and the web development ecosystem (bootstrap, SASS) Experience with server-side technologies languages such as Node.js, Bower, Gulp/Grunt F/E Unit test framework: Jasmine, Protractor B/E Unit test framework: JUnit Mockito Knowledge and experience using IDEs such as Eclipse/RAD/IntelliJ, Good working experience in Core Java, MVC frameworks, and UML, Design Patterns.

Experience in Jersey or RestEasy Experience with EJB, Hibernate, Spring Framework WebSphere Application Server and DB2 and Oracle DB Experience in design and engineering of REST/SOAP based web services. Should have experience utilizing best practices and have worked with industry standard design patterns. Knowledge of OWASP Top 10 Security Rules Proficient understanding of Code version tool like Git/ Bitbucket and SVN Familiarity with Continuous Integration and tools such as Maven and Jenkins. Experience in distributed Agile SCRUM methodology Primary Skills: AngularJS + Java Secondary Skill: HTML, CSS, Javascript Please carry a Government Approved Photo ID Original Photo Copy while coming for the interview, without these you will not be allowed to attend the interview.

,",Pune,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0AlmP1nbuuS-4z-8IxCUTPSKjOU3Lj8SmVKG7EiKOIX8lkPulpcCCWrczP-QbHKmGHFNfEmzDe6bV-nzORj9GtdtE2_g2xLHnMhaSMZH5ZNQvSxDHVmSnlHVGLe-czgtyKEO0PIxKAjmHhIWF60Wkmwv4XusXta2XebFykBg_J40Kg7YdcE0lEcoH-Oau3zp0biirmyWqOaITmyLVMz5gekFWcTiAUy7c4_qib_h5F617rkQvPPmLEdMho7MqjOnjTmKEW6AxjyumnRh4wUK3JSRIXn6xhwl2CAvvneyMK9lznkVA0yCoeRS-rFHBvVxh6PUXiEiwuFvWT3EJmaCIszDggq9UOdcTxLgCoqx0D1vVsY0v_MPqV-clecoBkTw2H--YTKzSRBUU2JGYFIh3cZHpoQEvt5ako1p4wMRzjcSQ==&p=0&fvj=1&vjs=3&tk=1dem2uhuj99qf802&jsa=8179&oc=1&sal=1,Android Developer
EduCloud,iOS Developer Fresher,"Fresher to 1 year experience for Full Stack iOS Development. For Cloud & Mobile based SaaS Product Development
EduCloud is Pune based Product development startup company.
We are looking for iOS developer having experience on App development minimum 1 year to 2 year experience
Minimum requirement : Swift, XCode
Along with iOS development candidate will get opportunity to learn and work on Java, J2ee technology.
We are using following technology, developer will get change to learn and real life working experience on following technology stack.
Technology : JAVA, J2EE, Spring, Hibernate, AWS, Google API, Object Oriented JavaScript, Jquery, HTML, CSS, Bootstrap, Mysql, NoSql, Android Native App, iOS Native App, node.js, redis, Maven
Responsibilities and Duties
- iOS App development using Swift Programing Language
- Design and develop Data access layer using Sqllite
- Design and develop Data Synchronization mechanism with Server
- Design and develop Web view using Javascript
- Json Data structure design & parsing with server
- Download and upload document & Photographs at AWS, Google Storage
- Google API : Login API, Google Map, Youtube API, Location API
- App Analytics using Crashlytics
- App Testing & Deployment at App Store
Required Experience, Skills and Qualifications
Experience : Fresher to 1.5 Year
Qualification : B.BE, B.Tech, MCA
Job Type: Full-time
Salary: ₹180,000.00 to ₹216,000.00 /year
Experience:
iOS Work: 1 year (Preferred)
Location:
Pune (Required)",Pune,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0AlmP1nbuuS-4z-8IxCUTPSKjOU3Lj8SmVKG7EiKOIX8lkPulpcCCWrczP-QbHKmGHFNfEmzDe6bV-nzORj9GtdtE2_g2xLHnMhaSMZH5ZNQvSxDHVmSnlHVGLe-czgtyKEO0PIxKAjmHhIWF60Wkmwv4XusXta2XebFykBg_J40Kg7YdcE0lEcoH-Oau3zp0biirmyWqOaITmyLVMz5gekFWcTiAUy7c4_qib_h5F617rkQvPPmLEdMho7MqjOnjTmKEW6AxjyumnRh4wUK3JSRIXn6xhwl2CAvvneyMK9lznkVA0yCoeRS-rFHBvVxh6PUXiEiwuFvWT3EJmaCIszDggq9UOdcTxLgCoqx0D1vVsY0v_MPqV-clecoBkTw2H--YTKzSRBUU2JGYFIh3cZHpoQEvt5ako1p4wMRzjcSQ==&p=0&fvj=1&vjs=3&tk=1dem2uhuj99qf802&jsa=8179&oc=1&sal=1,Android Developer
Styldod,Backend Developer,"Job Summary
The core role and responsibility will be around developing the backend infrastructure and develop for client side requirements for Styldod. Below are the brief details about the company : -
STYLDOD: We are the world's first automated interior design platform. Don't overspend time and money on your interior design.
It takes the floorplan of your house as input and in about 10 minutes gives 1000s designs for that home in 3D. A user has an option to fill up the various options like : Big Family/Small Family, Colour preferences, type of seating required to come up to the designs which are relevant for the client. All the designs conform to the international standards of design and also look aesthetically beautiful.
Responsibilities and Duties
Develop, build and maintain compelling features to power the company's internal and customer-facing web products
Collaborate with design & product teams on new features
Implement product features, releases, and fixes.
Committed to good engineering practice of testing, logging, alerting and deployment processes.
Required Experience, Skills and Qualifications
Candidates must possess the following experience and attributes: -
Solid commercial experience (2 years +) with:
Server-side programming
Linux configuration
TDD and continuous integration
JavaScript and Node.js
NOSQL (Redis and MongoDB are required)
Docker
GIT * A solid understanding of cloud deployment strategies and scalable architectures
A desire to work on world-leading web software products
Highly motivated, with a positive attitude to work and the ability to learn quickly
Good trouble-shooting skills with the perseverance to solve problems
Able to work productively, both autonomously and as part of a dynamic team
Desirable experience and attributes: -
Commercial experience with high-volume scalable architectures
Good knowledge of the most common web servers / load balancers (Apache, Nginx, HAProxy)
Experience with ELK and Grafana
Experience with AWS or GCP
Experience with Kubernetes
An interest in online security
Benefits
Free lunch
Nice office
Young and vibrant team
Working on an innovation rather than a commodity software product
Work with international clients which happen to be the world's biggest retailers.
Job Type: Full-time
Salary: ₹400,000.00 to ₹800,000.00 /year",Bangalore,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0C8x-gwYGM03fOPeh3Kjd37I6E6ykfnmqxpyYK4jHX668ris37f0muaQ9OkZoQ5nk5kWKM8Aaq5CnymTtvYHFmAHsRmln9KeEao9VS3l5majupt_vv2JBUjE-WH4u-xeMId3tyu4MKPIOYfZe6iyYlbQ7FTzyLL2DwD3lZA8q2YFi1tOjEU_CV4WV0-njGwvWZYfG6cyCPV29kbQyp1fmDbdfJLwcgba9jfUV_VDcPso5aNqSRLnQCUpddB-ib1_VLP_UfhWyq7SPEB1HxleneNzk17gzUuwI6OEONzTrC4PGslPCk1RGAnH6X5aKh0byicKaZKfkvjX_r_70bZNmkLiDaV7lqSgXU0CbnsI46w2BM7MvixgHCMHM1ehoAQAAo8b1zExdzqPXq-DZ90q5JgE7Gfgh8NCucGfbuRroo6m4oBfQN9RHUm&p=0&fvj=1&vjs=3&tk=1dehd3krd992e802&jsa=8589&oc=1&sal=1,Backend Developer
bigappcompanycom,Node js developer,"Job Summary
Strong Knowledge of Node.js and frameworks available for it such as Express
Strong expertise in Rest API design and development.
Experience working in NoSQL database like MongoDB
Design, build, and maintain efficient, reusable, and reliable code.
Design and development of micro service based systems
Understanding the nature of asynchronous programming and its quirks and workarounds.
Proficient understanding of code versioning tools, such as Git
Creating database schemas that represent and support business processes
Agile Development
Appreciate if you could walk in for interview any time after 11am in the morning (Mon - Sat)
Venue: Above IDBI Bank, 80ft Road, Road Opp to Ramaiah Hospital.
Location Map Link: https://goo.gl/maps/Wxjf1VLw7Ko
Interview process (Non-Bangalore Resident)
Online: We will be sending a task with the description once we receive your application, and upon the review of the code candidates will be shortlisted for the second round on skype.
Location Map Link: https://goo.gl/maps/Wxjf1VLw7Ko
You can also call 8618339696 or send your resume to sanchana(at)bigappcompany.in
Responsibilities and Duties
Strong Knowledge of Node.js and frameworks available for it such as Express
Strong expertise in Rest API design and development.
Experience working in NoSQL database like MongoDB
Design, build, and maintain efficient, reusable, and reliable code.
Design and development of micro service based systems
Understanding the nature of asynchronous programming and its quirks and workarounds.
Proficient understanding of code versioning tools, such as Git
Creating database schemas that represent and support business processes
Agile Development
Key Skills
Javascript, Node.Js, MongoDB, NoSQL, Rest, GIT, Agile Development, Backend Developer, backend programmer, backend software engineer, Mean Stack, express js, loopback
Required Experience and Qualifications
Node JS Developer (2-8 yrs)
Job Type: Full-time
Salary: ₹400,000.00 to ₹600,000.00 /year
Experience:
node.js: 2 years (Required)
work: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Industry:
Software Development",Bangalore,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0C8x-gwYGM03fOPeh3Kjd37I6E6ykfnmqxpyYK4jHX668ris37f0muaQ9OkZoQ5nk5kWKM8Aaq5CnymTtvYHFmAHsRmln9KeEao9VS3l5majupt_vv2JBUjE-WH4u-xeMId3tyu4MKPIOYfZe6iyYlbQ7FTzyLL2DwD3lZA8q2YFi1tOjEU_CV4WV0-njGwvWZYfG6cyCPV29kbQyp1fmDbdfJLwcgba9jfUV_VDcPso5aNqSRLnQCUpddB-ib1_VLP_UfhWyq7SPEB1HxleneNzk17gzUuwI6OEONzTrC4PGslPCk1RGAnH6X5aKh0byicKaZKfkvjX_r_70bZNmkLiDaV7lqSgXU0CbnsI46w2BM7MvixgHCMHM1ehoAQAAo8b1zExdzqPXq-DZ90q5JgE7Gfgh8NCucGfbuRroo6m4oBfQN9RHUm&p=0&fvj=1&vjs=3&tk=1dehd3krd992e802&jsa=8589&oc=1&sal=1,Backend Developer
Treft Systems Inc,Web Developer,"We are Looking for a Web Developer with 2+ years of professional experience. Below are the requirements :
- Bachelors Degree required in fields such as Computer Science, Engineering.
- 2+ years of professional experience
- Must be able to hand code in HTML, CSS, Javascript and frameworks such as jquery, react, vue, knockout etc
- Must have experience programming in a server side language for the web including PHP, Python, Golang, Java etc.
- Able to use a debugger to debug code problems. For PHP, any experience with xdebug is a huge plus.
- Any experience with PHP frameworks such as Laravel or CMS frameworks like WordPress is a huge plus.
- Any experience coding WordPress Themes and Plugins is a huge plus.
- Must have knowledge of version control systems such as Git and ability to write code in a distributed team setting.
- Must be able to communicate in written and verbal English with good communication skills.
- Must be able to work out of our Whitefield, Bangalore office on a daily basis. We are about 5 mins from Forum Value Mall. Note that relocation will be offered to the right candidates from outside of Bangalore but you must be willing to move to Bangalore preferably in the Whitefield area.
- Our headquarters is based out of the United States (East Coast) and some timezone overlap may be required as needed.
What you will be doing on a daily basis:
- Work on existing client requests including code changes, enhancements, bug fixes in our web applications.
- Work closely with a distributed team across Bangalore and United States (our headquarters). Engage with technical and sales/marketing team members to ensure client needs are met.
- Respond to customer support tickets and resolve issues in a timely manner. Support tickets can range anything from a simple question to code change.
- Building our client websites and web applications using various front-end and backend tools.
- Help us add new products/enhancements utilizing different technologies including but not limited to Laravel, Python (for certain tasks), Golang (we are considering for API building) etc.
- Document internal processes and training materials for clients as needed.
Please apply only if you meet all of the above requirements.
Job Type: Full-time
Salary: ₹500,000.00 to ₹2,000,000.00 /year
Experience:
HTML: 3 years (Required)
PHP: 3 years (Required)",Bangalore,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0C8x-gwYGM03fOPeh3Kjd37I6E6ykfnmqxpyYK4jHX668ris37f0muaQ9OkZoQ5nk5kWKM8Aaq5CnymTtvYHFmAHsRmln9KeEao9VS3l5majupt_vv2JBUjE-WH4u-xeMId3tyu4MKPIOYfZe6iyYlbQ7FTzyLL2DwD3lZA8q2YFi1tOjEU_CV4WV0-njGwvWZYfG6cyCPV29kbQyp1fmDbdfJLwcgba9jfUV_VDcPso5aNqSRLnQCUpddB-ib1_VLP_UfhWyq7SPEB1HxleneNzk17gzUuwI6OEONzTrC4PGslPCk1RGAnH6X5aKh0byicKaZKfkvjX_r_70bZNmkLiDaV7lqSgXU0CbnsI46w2BM7MvixgHCMHM1ehoAQAAo8b1zExdzqPXq-DZ90q5JgE7Gfgh8NCucGfbuRroo6m4oBfQN9RHUm&p=0&fvj=1&vjs=3&tk=1dehd3krd992e802&jsa=8589&oc=1&sal=1,Backend Developer
TripGuru,Backend Developer: PHP/PYTHON,"Backend Developer
The person in this position will work on the integrations, API, support and maintaining of the current platforms.
What we are looking for
We are looking for people willing to work in an agile environment learning and gathering new technologies and related tools to introduce to the company.
Successful Backend Developers must not only possess superb tech capabilities, but they also have to have excellent strategizing techniques. They enjoy collaborating with others and have above-average communication skills. They also are curious, intelligent and motivated. In addition to these general skills and personality traits, we are looking for candidates who have the following skills:
What’s the technology you should be comfortable with
Our goal is to keep up today with the best practices and technologies for achieving this goal. The main hard skill required the one as are follows.
Proficiency in PHP and/or Python
Database administration, preferably MySQL
A working understanding with Linux
Memcache, Redis, RabbitMQ or other Cache/Queue system
Experience using Google Cloud or AWS
Experience and understanding of Continuous Delivery
Basic knowledge of Bash Scripting
Knowledge of best practices in Software development
Basic knowledge of Docker and containerization
Job Type: Full-time
About Trip Guru (thetripguru.com)
The Trip Guru is a B2C booking platform that connect travellers with tour operators. We are a young startup based in Hong Kong (15 full-time employees) and in Bangalore (6 full-time employees) with an ambitious plan of expansion. Currently, we cover South-East Asia, catering to English speaking audiences, and we want to go global soon.
Job Type: Full-time
Experience:
Programming: 4 years (Required)
PHP: 3 years (Preferred)
Python: 2 years (Preferred)
Location:
Bengaluru, Karnataka (Required)
Language:
English (Required)",Bangalore,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0C8x-gwYGM03fOPeh3Kjd37I6E6ykfnmqxpyYK4jHX668ris37f0muaQ9OkZoQ5nk5kWKM8Aaq5CnymTtvYHFmAHsRmln9KeEao9VS3l5majupt_vv2JBUjE-WH4u-xeMId3tyu4MKPIOYfZe6iyYlbQ7FTzyLL2DwD3lZA8q2YFi1tOjEU_CV4WV0-njGwvWZYfG6cyCPV29kbQyp1fmDbdfJLwcgba9jfUV_VDcPso5aNqSRLnQCUpddB-ib1_VLP_UfhWyq7SPEB1HxleneNzk17gzUuwI6OEONzTrC4PGslPCk1RGAnH6X5aKh0byicKaZKfkvjX_r_70bZNmkLiDaV7lqSgXU0CbnsI46w2BM7MvixgHCMHM1ehoAQAAo8b1zExdzqPXq-DZ90q5JgE7Gfgh8NCucGfbuRroo6m4oBfQN9RHUm&p=0&fvj=1&vjs=3&tk=1dehd3krd992e802&jsa=8589&oc=1&sal=1,Backend Developer
Quest Media Productions Pvt Ltd,Jr.Backend Developer,"Jr.Back-end developer
Job brief
We are looking for an 1-2 years experienced Back-end developer to join our IT team. You will be responsible for the server side of our web applications.
If you have excellent programming skills and a passion for developing applications or improving existing ones, we would like to meet you. As a Back-end developer, you’ll work closely with our engineers to ensure system consistency and improve user experience.
Ultimately, you should be able to develop and maintain functional and stable web applications to meet our company’s needs.
Responsibilities
Participate in the entire application lifecycle, focusing on coding and debugging
Write clean code to develop functional web applications
Troubleshoot and debug applications
Perform UI tests to optimize performance
Manage cutting-edge technologies to improve legacy applications
Collaborate with Front-end developers to integrate user-facing elements with server side logic
Gather and address technical and design requirements
Provide training and support to internal teams
Build reusable code and libraries for future use
Liaise with developers, designers and system administrators to identify new features
Follow emerging technologies
Requirements
Proven work experience as a Back-end developer
In-depth understanding of the entire web development process (design, development and deployment)
Hands on experience with programming languages like Java, Angular, React-JS
Working knowledge of CMS framework
Familiarity with front-end languages (e.g. HTML, JavaScript and CSS)
Excellent analytical and time management skills
Teamwork skills with a problem-solving attitude
Graduation in Computer Science or relevant field; Post Graduation will be appreciated
Job Type: Full-time
Experience:
Programming: 1 year (Preferred)
work: 1 year (Preferred)
Education:
Bachelor's (Preferred)",Bangalore,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0C8x-gwYGM03fOPeh3Kjd37I6E6ykfnmqxpyYK4jHX668ris37f0muaQ9OkZoQ5nk5kWKM8Aaq5CnymTtvYHFmAHsRmln9KeEao9VS3l5majupt_vv2JBUjE-WH4u-xeMId3tyu4MKPIOYfZe6iyYlbQ7FTzyLL2DwD3lZA8q2YFi1tOjEU_CV4WV0-njGwvWZYfG6cyCPV29kbQyp1fmDbdfJLwcgba9jfUV_VDcPso5aNqSRLnQCUpddB-ib1_VLP_UfhWyq7SPEB1HxleneNzk17gzUuwI6OEONzTrC4PGslPCk1RGAnH6X5aKh0byicKaZKfkvjX_r_70bZNmkLiDaV7lqSgXU0CbnsI46w2BM7MvixgHCMHM1ehoAQAAo8b1zExdzqPXq-DZ90q5JgE7Gfgh8NCucGfbuRroo6m4oBfQN9RHUm&p=0&fvj=1&vjs=3&tk=1dehd3krd992e802&jsa=8589&oc=1&sal=1,Backend Developer
Mounty Outdoor Adventures Pvt Ltd.,Backend Developer (Nodejs),"Job Summary
Note : Full stack developer is a plus
You should be able to write code for backend in Node.Js (micorservices), and should also be open to learning other technologies, you should have the curiosity of learning new things every day.
Our culture in the company is quite simple, i.e. deliver the work in time and always be committed to your position. Apart from that, there are no strict rules in the company, we have a complete playful and continuous learning environment.
Talking about Mounty, It is an online discovery and booking platform for camps anchored by the largest network of privately owned personal campsites. Our aim is to make the camping experience fun and seamless. Be it morning waterfall trek? Fishing in Beas river? BBQ grilled chicken? White water river rafting adventure? Or maybe chilled bear near the river at night, that’s Mounty! And we do this through an amazing team of passionate travelers with exceptional capabilities. We also meet the high operating and service standards needed to go above the expectation of Customers. Our staff is dedicated to connecting our customers with amazing camping experiences, all at a price that is pocket-friendly.
Location: Bengaluru, Hyderabad
Company Website: https://www.mounty.co
Responsibilities and Duties
Your responsibilities and duties on the company are to
Cooperate with other developers
Always review and get reviewed the ideas and implementations.
A good listener
Collaboration is a must
Understand the business logic and convert the same into technical software design keeping scalability, durability, and flexibility in mind always.
Keeping up with new technologies and tools.
Passionate about continuous growth for yourself, colleagues and the company altogether.
Required Experience, Skills and Qualifications
Qualification no bars.
Should have a nominal work history
Skills Required:
Logic Building,
Problem Solving,
Schema Designing
Modular Coding
Programming Skills
Nodejs
PHP (Optional)
Framework: Express js
Eloquent
Repositories
Validations
Eloquent Relationships
Passport / JWT Authentication
Database
Mysql (High Priority)
Mongo DB (Medium Priority)
NodeJS (high Priority)
Knowledge about HTML and CSS (Basic frontend)
Job Type: Full-time
Salary: ₹450,000.00 to ₹500,000.00 /year
Experience:
Programming: 3 years (Preferred)
nodejs: 2 years (Required)
Education:
Secondary(10th Pass) (Preferred)",Bangalore,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0C8x-gwYGM03fOPeh3Kjd37I6E6ykfnmqxpyYK4jHX668ris37f0muaQ9OkZoQ5nk5kWKM8Aaq5CnymTtvYHFmAHsRmln9KeEao9VS3l5majupt_vv2JBUjE-WH4u-xeMId3tyu4MKPIOYfZe6iyYlbQ7FTzyLL2DwD3lZA8q2YFi1tOjEU_CV4WV0-njGwvWZYfG6cyCPV29kbQyp1fmDbdfJLwcgba9jfUV_VDcPso5aNqSRLnQCUpddB-ib1_VLP_UfhWyq7SPEB1HxleneNzk17gzUuwI6OEONzTrC4PGslPCk1RGAnH6X5aKh0byicKaZKfkvjX_r_70bZNmkLiDaV7lqSgXU0CbnsI46w2BM7MvixgHCMHM1ehoAQAAo8b1zExdzqPXq-DZ90q5JgE7Gfgh8NCucGfbuRroo6m4oBfQN9RHUm&p=0&fvj=1&vjs=3&tk=1dehd3krd992e802&jsa=8589&oc=1&sal=1,Backend Developer
Eynos Business Solutions,Node.js Backend Developer,"We are looking for a Node.js Developer responsible for managing the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, definition and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for integrating the front-end elements built by your co-workers into the application. Therefore, a basic understanding of front-end technologies is necessary as well.


Responsibilities:
Integration of user-facing elements developed by front-end developers with server side logic.
Writing reusable, testable, and efficient code.
Design and implementation of low-latency, high-availability, and performant applications.
Implementation of security and data protection.
Integration of data storage solutions.
Creating database schemas that represent and support business processes.


Requirements:
Strong proficiency with JavaScript.
Knowledge of Node.js and frameworks available for it.
Understanding the nature of asynchronous programming and its quirks and workarounds.
Good understanding of server-side templating languages.
Good understanding of server-side CSS preprocessors.
Basic understanding of front-end technologies, such as HTML5, and CSS3.
Understanding accessibility and security compliance.
User authentication and authorization between multiple systems, servers, and environments.
Integration of multiple data sources and databases into one system.
Understanding fundamental design principles behind a scalable application.
Understanding differences between multiple delivery platforms, such as mobile vs. desktop, and optimizing output to match the specific platform.
Implementing automated testing platforms and unit tests.
Proficient understanding of code versioning tools, such as Git.",Bangalore,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0C8x-gwYGM03fOPeh3Kjd37I6E6ykfnmqxpyYK4jHX668ris37f0muaQ9OkZoQ5nk5kWKM8Aaq5CnymTtvYHFmAHsRmln9KeEao9VS3l5majupt_vv2JBUjE-WH4u-xeMId3tyu4MKPIOYfZe6iyYlbQ7FTzyLL2DwD3lZA8q2YFi1tOjEU_CV4WV0-njGwvWZYfG6cyCPV29kbQyp1fmDbdfJLwcgba9jfUV_VDcPso5aNqSRLnQCUpddB-ib1_VLP_UfhWyq7SPEB1HxleneNzk17gzUuwI6OEONzTrC4PGslPCk1RGAnH6X5aKh0byicKaZKfkvjX_r_70bZNmkLiDaV7lqSgXU0CbnsI46w2BM7MvixgHCMHM1ehoAQAAo8b1zExdzqPXq-DZ90q5JgE7Gfgh8NCucGfbuRroo6m4oBfQN9RHUm&p=0&fvj=1&vjs=3&tk=1dehd3krd992e802&jsa=8589&oc=1&sal=1,Backend Developer
Lirctek technologies Pvt ltd,Web Developer,"Architect, design and develop UI for enterpriselife cyclemanagement software of Applications/Databases.
Deliverbestof the class UI experience to the customers.
Developdeepunderstanding of customer use cases and design innovative solutions for customer requirements.
Work on defining functionality that is easy-to-use, intuitive to customers.
Work closely with UX design, backend developmentandproduct management teams to deliver high-quality products in a fast-paced environment.
Requirements
Experience with UI application development using AngularJs, Javascript, HTML5andCSS3 is required.
In-depth knowledge of JavaScript, AJAX, and DOM manipulation is required.
Experience with React.js and redux with a solid understanding of MVC is highly desirable.
Good understanding of web technologies (HTTP/S, HTML, XML, JSON) is required.
Knowledge of REST API and some familiarity with any NodeJs and databases is preferred

Candidate should be trained ininstitute",Bangalore,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0C8x-gwYGM03fOPeh3Kjd37I6E6ykfnmqxpyYK4jHX668ris37f0muaQ9OkZoQ5nk5kWKM8Aaq5CnymTtvYHFmAHsRmln9KeEao9VS3l5majupt_vv2JBUjE-WH4u-xeMId3tyu4MKPIOYfZe6iyYlbQ7FTzyLL2DwD3lZA8q2YFi1tOjEU_CV4WV0-njGwvWZYfG6cyCPV29kbQyp1fmDbdfJLwcgba9jfUV_VDcPso5aNqSRLnQCUpddB-ib1_VLP_UfhWyq7SPEB1HxleneNzk17gzUuwI6OEONzTrC4PGslPCk1RGAnH6X5aKh0byicKaZKfkvjX_r_70bZNmkLiDaV7lqSgXU0CbnsI46w2BM7MvixgHCMHM1ehoAQAAo8b1zExdzqPXq-DZ90q5JgE7Gfgh8NCucGfbuRroo6m4oBfQN9RHUm&p=0&fvj=1&vjs=3&tk=1dehd3krd992e802&jsa=8589&oc=1&sal=1,Backend Developer
Tripalive.me,Backend Developer,"Job Summary
Ability to work in teams, database platform experience such as AWS, GCP, Typescript, Node Js,Angular Js, Xpress, communication skills, design skills, problem-solving skills
Qualifications and Skills
BE/ BTECH, MSC
Job Type: Full-time
Salary: ₹400,000.00 to ₹1,000,000.00 /year
Experience:
Programming: 2 years (Preferred)
work: 2 years (Preferred)
Education:
Bachelor's (Preferred)",Bangalore,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0C8x-gwYGM03fOPeh3Kjd37I6E6ykfnmqxpyYK4jHX668ris37f0muaQ9OkZoQ5nk5kWKM8Aaq5CnymTtvYHFmAHsRmln9KeEao9VS3l5majupt_vv2JBUjE-WH4u-xeMId3tyu4MKPIOYfZe6iyYlbQ7FTzyLL2DwD3lZA8q2YFi1tOjEU_CV4WV0-njGwvWZYfG6cyCPV29kbQyp1fmDbdfJLwcgba9jfUV_VDcPso5aNqSRLnQCUpddB-ib1_VLP_UfhWyq7SPEB1HxleneNzk17gzUuwI6OEONzTrC4PGslPCk1RGAnH6X5aKh0byicKaZKfkvjX_r_70bZNmkLiDaV7lqSgXU0CbnsI46w2BM7MvixgHCMHM1ehoAQAAo8b1zExdzqPXq-DZ90q5JgE7Gfgh8NCucGfbuRroo6m4oBfQN9RHUm&p=0&fvj=1&vjs=3&tk=1dehd3krd992e802&jsa=8589&oc=1&sal=1,Backend Developer
Biovein Innovative Solutions Pvt Ltd.,Backend Developer,"Job Summary
We are looking for an experienced Back-end developer to join our IT team. You will be responsible for the server side of our web applications.
If you have excellent programming skills and a passion for developing applications or improving existing ones, we would like to meet you. As a Back-end developer, you’ll work closely with our engineers to ensure system consistency and improve user experience.
Ultimately, you should be able to develop and maintain functional and stable web applications to meet our company’s needs.
Responsibilities and Duties
Participate in the entire application lifecycle, focusing on coding and debugging
Write clean code to develop functional web applications
Troubleshoot and debug applications
Perform UI tests to optimize performance
Manage cutting-edge technologies to improve legacy applications
Collaborate with Front-end developers to integrate user-facing elements with server-side logic
Gather and address technical and design requirements
Provide training and support to internal teams
Build reusable code and libraries for future use
Liaise with developers, designers and system administrators to identify new features
Follow emerging technologies
Qualifications and Skills
Proven work experience as a Back-end developer
In-depth understanding of the entire web development process (design, development and deployment)
Hands on experience with programming languages like Node.j.s, MySQL, Java, Ruby, PHP and Python.
Experienced in Deploying the Webapps in servers such as Python anywhere and AWS.
Working knowledge of CMS framework
Familiarity with front-end languages (e.g. HTML, JavaScript and CSS)
Excellent analytical and time management skills
Teamwork skills with a problem-solving attitude
BSc degree in Computer Science or relevant field
Job Type: Full-time
Salary: ₹400,000.00 to ₹620,000.00 /year
Experience:
Programming: 2 years (Preferred)
work: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Location:
Bengaluru, Karnataka (Preferred)
Industry:
Beauty & Wellness",Bangalore,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0C8x-gwYGM03fOPeh3Kjd37I6E6ykfnmqxpyYK4jHX668ris37f0muaQ9OkZoQ5nk5kWKM8Aaq5CnymTtvYHFmAHsRmln9KeEao9VS3l5majupt_vv2JBUjE-WH4u-xeMId3tyu4MKPIOYfZe6iyYlbQ7FTzyLL2DwD3lZA8q2YFi1tOjEU_CV4WV0-njGwvWZYfG6cyCPV29kbQyp1fmDbdfJLwcgba9jfUV_VDcPso5aNqSRLnQCUpddB-ib1_VLP_UfhWyq7SPEB1HxleneNzk17gzUuwI6OEONzTrC4PGslPCk1RGAnH6X5aKh0byicKaZKfkvjX_r_70bZNmkLiDaV7lqSgXU0CbnsI46w2BM7MvixgHCMHM1ehoAQAAo8b1zExdzqPXq-DZ90q5JgE7Gfgh8NCucGfbuRroo6m4oBfQN9RHUm&p=0&fvj=1&vjs=3&tk=1dehd3krd992e802&jsa=8589&oc=1&sal=1,Backend Developer
